doi,polymer(s),is_solvent_blend,solvent(s),solvent_components,solution_concentration,solution_concentration_unit,needle_type,needle_diameter_g,collector_type,rotation_speed_rpm,voltage_kv,flow_rate_ml/h,tip_collector_distance_cm,temperature_c,humidity_%,was_formation_stable,fiber_diameter_nm,fiber_diameter_variation_nm,tail_observation
DOI:10.3390/nano14131083,PVA,FALSE,WATER,"[{""solventName"": ""DISTILLED_WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,22,Flat,,10,0.5,12,,45,TRUE,473,57,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,wt%,Single Needle,9,Flat,,5,0.2,15,23,45,TRUE,218,20,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,wt%,Single Needle,9,Flat,,8,0.2,15,23,45,TRUE,241,31,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,wt%,Single Needle,9,Flat,,10,0.2,15,23,45,TRUE,230,63,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.4,wt%,Single Needle,9,Flat,,13,0.2,15,23,45,TRUE,254,76,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,9,Flat,,8,0.2,15,23,45,TRUE,87,14,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6.5,wt%,Single Needle,9,Flat,,8,0.2,15,23,45,TRUE,152,25,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7,wt%,Single Needle,9,Flat,,8,0.2,15,23,45,TRUE,184,26,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,9,Flat,,8,0.2,15,23,45,TRUE,246,50,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,9,Flat,,5,0.2,10,23,45,TRUE,214,19,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,9,Flat,,5,0.2,10,23,45,TRUE,190,19,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,9,Flat,,5,0.2,10,23,45,TRUE,158,19,FALSE
https://doi.org/10.1016/j.eurpolymj.2004.10.027,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8,wt%,Single Needle,9,Flat,,5,0.2,10,23,45,TRUE,159,21,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,205,30,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,696,110,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",15,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,468,71,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,170,18,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",25,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,444,31,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,571,59,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,378,33,FALSE
https://doi.org/10.1016/j.molliq.2023.122819,PVA,FALSE,WATER,"[{""solventName"": ""WATER"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,18,Flat,,17.75,1.2,15,23,26,TRUE,458,126,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,25,1.08,20,23,45,TRUE,1343,109,TRUE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,25,1.08,25,23,45,TRUE,1292,122,TRUE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,35,1.08,15,23,45,TRUE,958,64,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,35,1.08,20,23,45,TRUE,1026,90,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,35,1.08,25,23,45,TRUE,994,127,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,45,1.08,15,23,45,TRUE,1169,58,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,45,1.08,20,23,45,TRUE,1392,75,TRUE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,45,1.08,25,23,45,TRUE,1012,82,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,50,1.08,15,23,45,TRUE,709,42,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,50,1.08,20,23,45,TRUE,678,39,FALSE
https://doi.org/10.3390/nano10061221,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",20,wt%,Single Needle,17,Rolling Drum,2000,50,1.08,25,23,45,TRUE,666,44,FALSE
https://doi.org/10.1016/j.memsci.2018.06.050,PVDF,TRUE,DMF-ACETONE,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 60.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 40.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Rolling Drum,250,11.5,0.8,18,23,45,TRUE,415,139,FALSE
https://doi.org/10.1016/j.memsci.2018.06.050,PVDF,TRUE,DMSO-ACETONE,"[{""solventName"": ""DMSO"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 60.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 40.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Rolling Drum,250,11.5,0.8,18,23,45,TRUE,625,113,FALSE
https://doi.org/10.1016/j.memsci.2018.06.050,PVDF,TRUE,NMP-ACETONE,"[{""solventName"": ""NMP"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 60.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 40.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Rolling Drum,250,11.5,0.8,18,23,45,TRUE,521,313,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,4,18,,45,TRUE,1407,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,308,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,4,10,,45,TRUE,634,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,4,10,,45,TRUE,236,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,16,10,,45,TRUE,7311,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,16,10,,45,TRUE,168,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,4,18,,45,TRUE,144,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,4,10,,45,TRUE,2241,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,16,18,,45,TRUE,83,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,16,10,,45,TRUE,247,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,288,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,354,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,1122,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,16,10,,45,TRUE,1002,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,16,18,,45,TRUE,203,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,16,10,,45,TRUE,4948,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,4,10,,45,TRUE,207,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,16,18,,45,TRUE,2329,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,4,18,,45,TRUE,209,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,4,18,,45,TRUE,6285,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,349,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",18,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,9823,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,279,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,16,18,,45,TRUE,181,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,16,18,,45,TRUE,3121,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,6,,45,TRUE,675,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,4,10,,45,TRUE,232,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,315,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,4,10,,45,TRUE,766,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,16,10,,45,TRUE,112,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,22,14,,45,TRUE,404,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,4,10,,45,TRUE,155,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,4,18,,45,TRUE,6806,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,357,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,28,10,14,,45,TRUE,354,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,16,18,,45,TRUE,181,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,14,,45,TRUE,370,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,16,10,,45,TRUE,843,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,10,4,10,,45,TRUE,1019,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,22,16,10,,45,TRUE,151,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",6,wt%,Single Needle,22,Flat,,10,4,18,,45,TRUE,132,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,4,18,,45,TRUE,642,,FALSE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",14,wt%,Single Needle,22,Flat,,22,16,18,,45,TRUE,4546,,TRUE
doi:10.1016/j.compositesb.2019.01.094,PVP,FALSE,ETHANOL,"[{""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10,wt%,Single Needle,22,Flat,,16,10,22,,45,TRUE,255,,FALSE
